Course_Name,Course_Description,Course_Keywords_List
AWS 云服务部署和迁移课程（进阶课程）,"
	核心内容： 


	1.如何在AWS云上部署应用 


	2.云数据迁移的6种策略 


	3.AWS云上大规模迁移的最佳实践       


	4.AWS云上数据库迁移       


	  


	软件环境： 


	AWS云计算环境 


	
 


	是否提供资料： 


	否 


	
 


	课程等级： 


	初级 


	
 


	适合人群： 


	·开发人员 


	·解决方案架构师 


	·解决方案设计工程师 


	·数据库管理员 


	·IT 业务决策者 


	·大数据和云存储相关人员 
","['aws', 'it', '业务', '云上', '人员', '人群', '决策者', '初级', '大规模', '如何', '存储', '实践', '工程师', '应用', '开发人员', '提供', '数据', '数据库', '数据库管理员', '方案设计', '是否', '最佳', '架构师', '核心内容', '环境', '相关', '等级', '策略', '解决', '解决方案', '计算环境', '课程', '资料', '软件', '迁移', '适合', '部署']"
新型冠状病毒防控教程,"
	疫情当前，理性认知才能减少不必要的焦虑，科学防治。面对社会上各种各样的防控传说，比如口罩喷消毒水、喝高度酒、大蒜水消毒、抽烟消毒、开空调暖风杀灭病毒等等，《新冠病毒防控教程》将带你一辨真伪。


	本课程包含科学认识新冠病毒、自我防护、集体防御、公民心理辅导、特殊群体心态调节等学习内容，辅以谣言辨析、思考与启示等学习环节，旨在普及新型冠状病毒防控知识，疏导疫情下的众心理，向社会大众传递科学防控方法，助力打赢这场没有硝烟的疫情阻击战。
","['一辨', '不必要', '传说', '传递', '公民', '内容', '冠状病毒', '减少', '助力', '包含', '口罩', '各种各样', '启示', '大众', '大蒜', '学习', '当前', '心态', '心理', '思考', '才能', '打赢', '抽烟', '教程', '新冠', '新型', '方法', '旨在', '普及', '暖风', '杀灭', '比如', '水消毒', '没有', '消毒', '消毒水', '焦虑', '特殊', '环节', '理性', '疏导', '疫情', '病毒', '真伪', '知识', '硝烟', '社会', '科学', '科学认识', '空调', '等等', '群体', '自我', '认知', '课程', '调节', '谣言', '辅以', '辅导', '辨析', '这场', '防御', '防护', '防控', '防治', '阻击战', '集体', '面对', '高度']"
编译技术,"
	编译技术是计算机科学与技术专业研究生重要软件理论课程，培养学生解决问题的思路和抽象思维的方法。通过本课程的学习使学生对高级语言程序的编译过程及其原理有较全面的了解，从理论和实践上掌握高级语言程序翻译的基本原理，具有系统软件翻译开发的能力，为进行其它软件设计打下良好的基础。 


	
		《编译技术》课程的成绩评定及证书要求
	
	
		1.完成课程所有的学习内容、视频、课件，并在课程“讨论区”中积极发贴和回贴；
	
	
		2.完成课程中每一章的自测练习与单元测试，占总成绩50%；
	
	
		3.完成2018期末考试，占总成绩50%。
	
	
		 总评成绩60~79分可以获得课程主讲教师签名颁发的电子版合格证书，80分及以上可以获得课程主讲教师签名颁发的电子版优秀证书。如果需要纸质版证书的学员，需要付费购买课程。
	

","['一章', '专业', '主讲', '了解', '付费', '以上', '优秀', '全面', '其它', '具有', '内容', '分及', '单元测试', '原理', '及其', '发贴', '可以', '合格证书', '回贴', '培养', '基本原理', '基础', '如果', '学习', '学员', '学生', '完成', '实践', '开发', '思路', '总成绩', '总评', '成绩', '所有', '打下', '技术', '抽象思维', '掌握', '教师', '方法', '期末考试', '理论', '电子版', '研究生', '积极', '程序', '签名', '系统软件', '纸质', '练习', '编译', '翻译', '能力', '自测', '良好', '获得', '要求', '视频', '解决问题', '计算机科学', '讨论区', '证书', '评定', '语言', '课件', '课程', '购买', '软件', '软件设计', '过程', '进行', '通过', '重要', '需要', '颁发', '高级']"
2017第四届全国虚拟仪器大赛赛前培训,"
	本课程为本次大赛的赛前培训课程，主要讲授五部分内容：

1、LabVIEW 基础课程
2、LabVIEW进阶课程
3、myRIO
4、数据采集基础
5、软件无线电
NI公司为全力支持参赛队伍，NI教学产品限时8折优惠：http://www.vicontest.net/index.php?classid=7722","['classid', 'http', 'index', 'labview', 'myrio4', 'net', 'ni', 'php', 'vicontest', 'www', '主要', '产品', '优惠', '全力支持', '公司', '内容', '参赛', '培训', '基础', '大赛', '教学', '数据', '无线电', '本次', '讲授', '课程', '赛前', '软件', '进阶', '部分', '采集', '队伍', '限时']"
传染病学（自主）,"
	 传染病学课程内容包括传染病学总论和各论。


	    总论主要介绍有关传染病的一些基本概念，如：感染、感染过程的表现、病原体的致病作用和机体的防御功能、传染过程后的结局、流行过程、传染病的基本特征和临床特征、传染病的诊断、治疗和预防、我国的传染病防治法,传染病的变迁、新发感染病。


	各论主要介绍常见的传染病，包括：病毒性疾病：病毒性肝炎、流行性感冒与人禽流感、流行性乙型脑炎、肾综合征出血热、艾滋病、狂犬病、传染性非典型性肺炎、麻疹、水痘、流行性腮腺炎、手足口病、登革热；细菌性疾病：伤寒、细菌性痢疾、霍乱、流行性脑脊髓膜炎、细菌性食物中毒、布鲁菌病、败血症；螺旋体感染：钩端螺旋体病；原虫感染：疟疾；蠕虫病：日本血吸虫病。各论中将介绍每种疾病的病原学、流行病学、发病机制与病理、临床表现、实验室检查、诊断与鉴别诊断、并发症、治疗和预防。各论中还介绍感染性发热的诊断思维、医院感染、传染病的隔离与消毒。
","['一些', '中将', '临床', '临床表现', '主要', '乙型', '介绍', '传染', '传染性', '传染病', '伤寒', '作用', '出血热', '功能', '包括', '医院', '原虫', '发热', '发病', '变迁', '口病', '各论', '基本概念', '基本特征', '实验室', '布鲁菌', '常见', '并发症', '思维', '性肺炎', '总论', '感冒', '感染', '感染性', '我国', '手足', '日本', '有关', '机体', '机制', '检查', '每种', '水痘', '治疗', '流行', '流行性', '流行病学', '消毒', '特征', '狂犬病', '疟疾', '疾病', '病原体', '病原学', '病毒性', '病理', '登革热', '禽流感', '细菌性', '细菌性痢疾', '结局', '综合征', '肝炎', '脑炎', '脑脊髓', '腮腺炎', '膜炎', '致病', '艾滋病', '螺旋体', '蠕虫', '血吸虫病', '表现', '诊断', '课程内容', '败血症', '过程', '鉴别', '防御', '防治法', '隔离', '霍乱', '非典型', '预防', '食物中毒', '麻疹']"
民法与生活,"
	民法是从日常生活中抽象出来的法律规则，是民事领域的基本法律规范，是社会生活的基本准则。它关系到“人”的生活的方方面面，提供着“从摇篮到坟墓”的全面保护。生活中大大小小的烦恼，交通事故中的损害赔偿，职场中的性骚扰问题，改嫁女的土地承包经营权纠纷，生活中遇到出租车拒载、酒楼收取开瓶费等等不合理要求，朋友借钱多年催要仍不归还的苦恼，又或者楼上住户空调滴水等等，这些问题应如何轻松应对，都可以在民法中找到依据。


	 


	《民法与生活》课程，以典型案例展示作为切入点，介绍案情，评析案例，重点讲解民法的基本概念、基本制度和基本理论，为您展开了一幅内涵丰富的权利体系图谱。包括生命权、健康权、身体权、姓名权、名誉权、肖像权、隐私权等人身权利，也包括所有权、抵押权、质押权、留置权、建设用地使用权、宅基地使用权、地役权、集体土地使用权、合同权利等财产权利，还包括当前述各项民事权利受侵害时侵权法提供的保护和救济。


	 


	同时，课程注重剖析和解读民法所蕴含的私法精神、契约理念、诚实信用等理念。在《民法与生活》课程中，我们不仅能够找到自己的权利，更能学会如何去主张权利，并尊重他人权利。孟德斯鸠曾说：“在民法慈母般的眼里，每个人就是整个国家。”在民法的保护下，我们最终不仅实现自我的自由，而且在诚实信用和公序良俗等原则的指引下，发展为崇德向善的权利主体。
","['一幅', '不仅', '不合理', '丰富', '主体', '主张', '交通事故', '人身权利', '介绍', '他人', '体系', '作为', '使用权', '依据', '侵害', '侵权', '保护', '借钱', '健康权', '催要', '全面', '公序良', '关系', '典型', '内涵', '出来', '出租车', '切入点', '制度', '前述', '剖析', '包括', '原则', '发展', '可以', '各项', '合同', '同时', '名誉权', '向善', '国家', '图谱', '土地', '地役权', '坟墓', '基本', '基本准则', '基本概念', '多年', '大大小小', '契约', '如何', '姓名权', '孟德斯鸠', '学会', '宅基地', '实现', '尊重', '就是', '展开', '展示', '崇德', '应对', '建设', '开瓶费', '归还', '性骚扰', '慈母', '我们', '或者', '所有权', '找到', '承包', '抵押权', '抽象', '拒载', '指引', '损害赔偿', '提供', '摇篮', '收取', '改嫁', '救济', '整个', '方方面面', '日常生活', '是从', '更能', '最终', '朋友', '权利', '案例', '案情', '楼上住户', '每个', '民事', '民事权利', '民法', '法律', '注重', '滴水', '烦恼', '理念', '理论', '生命权', '生活', '用地', '留置权', '眼里', '社会', '私法', '空调', '等等', '精神', '纠纷', '经营权', '而且', '职场', '肖像权', '能够', '自己', '自我', '自由', '般的', '苦恼', '蕴含', '要求', '规则', '规范', '解读', '讲解', '评析', '诚实信用', '课程', '财产权利', '质押', '身体', '轻松', '这些', '遇到', '酒楼', '重点', '问题', '隐私权', '集体土地', '领域']"
动力学,这门入门课程和M.I.T.普通课程一样严谨。这是M.I.T.机械工程本科生第一科目中的其中一门。 通过这门课程的学习，学生将会学习分析、预测物体和系统的动态行为、它们的运动轨迹、相关的力，同时也将了解工程实践所呈现的错综复杂的机械系统。学生也将分析机械装置的动力学，掌握物体在旋转过程中的扭距及角动力，了解旋转系统中的不平衡。最后，学生还将运用运动的非线性方程解释各种机械系统，通过用MATLAB、绘图中的数值方法解决问题并解释结果。 这门课程将精确和现实巧妙结合，在可操作、娱乐的形式中培养学生最基本的技能。 课程开始前，你可以尝试新的edX Demo，来感受有趣、互动的学习环境以及虚拟的实验室。学习更多。 ,"['demo', 'edx', 'matlab', '一样', '一门', '严谨', '了解', '互动', '以及', '入门', '其中', '分析', '动力', '动力学', '动态', '及角', '可以', '各种', '同时', '呈现', '培养', '基本', '娱乐', '学习', '学生', '它们', '实践', '实验室', '将会', '尝试', '工程', '巧妙', '平衡', '开始', '形式', '感受', '扭距', '技能', '掌握', '操作', '数值', '方法', '方程', '旋转', '普通', '最后', '有趣', '本科生', '机械', '机械工程', '机械系统', '物体', '环境', '现实', '相关', '科目', '第一', '精确', '系统', '结合', '结果', '绘图', '虚拟', '行为', '装置', '解决问题', '解释', '课程', '轨迹', '过程', '运动', '运用', '这是', '这门', '通过', '错综复杂', '非线性', '预测']"
大学物理（力学）,"
	《大学物理》课程是高等学校理工科各专业的一门重要公共基础课。哈尔滨工业大学开设《大学物理（力学）》MOOC课程的教学目标定位于：为培养非物理类理工科专业精英型人才打好物理基础。该课程以教育部高等学校非物理类专业物理基础课程教学指导分委员会 “非物理类理工学科大学物理课程教学基本要求”为指导，内容包括基本要求中质点运动学、质点动力学、刚体转动、流体力学、振动与波动、相对论部分内容。


	《大学物理（力学）》课程包含Mooc平台功能中的课程视频、课间自测、周测、作业、考试、讨论区；此外，还将拓展前期预修视频、难点解析视频、在线测试互动反馈等功能。前期预修视频的目的是使学生拉齐在中学时期模块式学习中出现的不同知识点学习程度差异；难点解析视频和在线测试互动反馈两部分可在完整教学环节外，针对教学中出现的难点内容重新学习，并通过在线测试互动反馈来帮助学生自测。


	    完成本课程内容的形式包括理论讲授、演示实验与分析、课外资料学习与结合习题的概念、理论、方法的训练。
","['mooc', '一门', '不同', '专业', '中学', '习题', '互动', '人才', '位于', '作业', '公共', '内容', '出现', '分析', '刚体', '前期', '力学', '功能', '动力学', '包含', '包括', '反馈', '周测', '哈尔滨工业大学', '在线', '培养', '基本', '基础', '基础课', '大学物理', '委员会', '学习', '学生', '学科', '完成', '完整', '实验', '差异', '帮助', '平台', '开设', '形式', '拉齐', '拓展', '指导', '振动', '教学', '教育部', '方法', '时期', '概念', '模块', '此外', '波动', '流体力学', '测试', '演示', '物理', '环节', '理工', '理工科', '理论', '目标', '目的', '相对论', '知识点', '程度', '精英', '结合', '考试', '自测', '要求', '视频', '解析', '讨论区', '训练', '讲授', '课外', '课程', '课程内容', '课间', '质点', '资料', '转动', '运动学', '通过', '部分', '重新学习', '重要', '针对', '难点', '预修', '高等学校']"
机械设计基础,"
	


	本课程特色：本课程配有强大的习题批改系统，目前已为学堂学员开通了“过关”式习题批改系统免密码登录使用，我们还配有网上考试系统等配套功能，将为学堂学员陆续开放使用。


	课程介绍：《机械设计基础》是以《机械原理》和《机械设计》主要内容合并而成的一门常用机构及通用零件的设计为核心的设计性课程。课程介绍常用机构、机械的工作特性和设计方法以及各种通用零部件的工作原理、选用和设计计算。《机械设计基础》主要内容包括：机械原理、机械设计，它的培养目标是： 1、掌握常用机构的结构、特性等基本知识，并初步具有选用、分析基本机构的能力。 2、掌握通用机械零件的工作原理、特点、选用和设计计算方法，学会设计简单的机械传动装置。 3、熟悉运用有关标准、规范、手册、图册等有关技术资料。  


	


	
","['一门', '主要', '习题', '介绍', '以及', '传动装置', '使用', '具有', '内容', '分析', '初步', '功能', '包括', '原理', '各种', '合并', '图册', '培养目标', '基本', '基本知识', '基础', '学会', '学员', '学堂', '密码', '工作', '常用', '开放', '开通', '强大', '我们', '手册', '批改', '技术', '掌握', '方法', '有关', '机构', '机械', '机械设计', '机械零件', '标准', '核心', '熟悉', '特性', '特点', '特色', '登录', '目前', '简单', '系统', '结构', '网上', '考试', '而成', '能力', '规范', '计算', '计算方法', '设计', '课程', '资料', '过关', '运用', '选用', '通用', '配套', '配有', '陆续', '零件', '零部件']"
AWS云计算数据搜索与分析---Amazon Elasticsearch,"
	核心内容：


	1、Amazon Elasticsearch服务概述


	2、创建Amazon Elasticsearch集群


	3、配置nginx反向代理实现kibana对ES的访问


	4、使用curl进行ES的数据管理及kibana展示


	


	 


	软件环境：


	AWS云计算环境


	


	是否提供资料：


	否


	


	课程等级：


	初级


	


	适合人群：


	·架构设计师


	·软件开发人员


	·系统运维管理人员


	·技术人员


	
","['amazon', 'aws', 'curl', 'elasticsearch', 'es', 'kibana', 'nginx', '人群', '代理', '使用', '创建', '初级', '反向', '实现', '展示', '开发人员', '技术人员', '提供', '数据管理', '是否', '服务', '架构', '核心内容', '概述', '环境', '等级', '管理人员', '系统', '计算环境', '设计师', '访问', '课程', '资料', '软件', '运维', '进行', '适合', '配置', '集群']"
嵌入式系统设计,"
	本课程在学校讲授时间为30学时，其中理论基础16学时，实验课程14学时。内容包括嵌入式系统基础、嵌入式处理器、嵌入式操作系统、嵌入式软件开发平台、嵌入式Linux驱动开发，以及相应的实验内容。授课对象为专业型硕士，目前已开课5学期，每学期选课人数80左右。通过对该课程的学习，大部分学生能够建立嵌入式系统的概念，对相应的开发平台能够正确使用。如果再结合实验室有关项目，可培养出较为优秀的嵌入式系统工程师。
","['linux', '专业型', '人数', '以及', '优秀', '使用', '其中', '内容', '包括', '培养', '基础', '处理器', '大部分', '如果', '学习', '学时', '学期', '学校', '学生', '实验', '实验室', '对象', '嵌入式', '嵌入式操作系统', '嵌入式软件', '工程师', '左右', '平台', '建立', '开发', '开课', '授课', '时间', '有关', '概念', '正确', '每学期', '理论', '目前', '相应', '硕士', '系统', '结合', '能够', '讲授', '课程', '较为', '选课', '通过', '项目', '驱动']"
大学计算机基础与应用（2019秋）,"
	“大学计算机基础与应用”课程是非计算机专业学生的第一门计算机基础课程，是一门必修的公共课程，也是一门伴随您一生的实用性课程。主要讲述计算机基础知识和基本理论，系统地介绍计算机的基本概念，强调文化与信息的意识，突出体现计算机的基础性。主要内容包括计算机基础知识、操作系统技术基础知识、计算机网络基础与网络信息应用、Office办公软件的使用方法、多媒体技术应用基础等。
","['office', '一生', '一门', '主要', '介绍', '伴随', '体现', '使用', '信息', '公共', '内容', '办公', '包括', '基本', '基本概念', '基础', '基础性', '基础知识', '多媒体技术', '大学', '学生', '实用性', '应用', '强调', '必修', '意识', '技术', '操作系统', '文化', '方法', '是非', '理论', '突出', '第一门', '系统地', '网络', '计算机', '计算机专业', '计算机网络', '讲述', '课程', '软件']"
国际名酒知识与品鉴,本课程对八种国外知名的蒸馏酒、酿造酒、勾兑酒（威士忌、伏特加、白兰地、朗姆酒、金酒、龙舌兰酒、日本清酒、韩国烧酒）进行了详细介绍，从地域起源及饮用风俗谈起，延伸到传统和现代酿制工艺，生产流程，加工所需特色要求，最后从感官评价的角度介绍酒品的品鉴方法。以求给学生及观众完整的，全球层面的酒品生产、品鉴知识。本课程以寓教于乐的方式介绍不同酒品的酿造原料获取、酿造工艺、感官评价的基本知识，也可以作为面对一般公众的普及教育材料，满足其对酒类差异化消费的知识需要。,"['一般', '不同', '介绍', '以求', '伏特加', '传统', '作为', '全球', '八种', '公众', '加工', '勾兑', '原料', '可以', '品鉴', '国外', '地域', '基本知识', '威士忌', '学生', '完整', '寓教于乐', '层面', '工艺', '差异化', '延伸', '感官', '方式', '方法', '日本', '普及教育', '最后', '朗姆酒', '材料', '消费', '清酒', '满足', '烧酒', '特色', '现代', '生产', '生产流程', '白兰地', '知名', '知识', '获取', '蒸馏', '要求', '观众', '角度', '评价', '详细', '课程', '谈起', '起源', '进行', '酒品', '酒类', '酿制', '酿造', '酿造酒', '金酒', '需要', '面对', '韩国', '风俗', '饮用', '龙舌兰']"
水污染控制工程,“水污染控制工程”是环境类专业的主干课程。本课程结合湖北理工学院三十多年环境工程专业教学改革经验，在湖北省精品课程的基础上建设而成。授课对象主要为环境类专业学生和环保工程技术及管理人员。该课程以高廷耀等主编的《水污染控制工程》（第四版）（上、下册）为基础进行改编，主要阐述了水污染治理方法的基本原理和基础理论，立足于污水处理工程设计，介绍管网系统的规划设计和处理厂的设计。内容上丰富了污水泵站、曝气生物滤池、人工湿地、污泥综合利用等方面的新技术及典型工程案例的介绍。采用针对重要知识点进行专题式授课，本课程除课堂授课外，还设有计算例题、习题、试卷及专题讨论等教学资源，旨在培养环境保护管理人员及水处理工程技术人员。,"['三十多年', '下册', '专业', '专题', '专题讨论', '丰富', '主干课程', '主编', '主要', '习题', '人工', '介绍', '以高廷耀', '例题', '典型', '内容', '及水', '培养', '基本原理', '基础', '基础理论', '处理', '处理厂', '学生', '对象', '工程', '工程技术', '工程设计', '建设', '技术', '技术人员', '授课', '控制工程', '改编', '教学改革', '教学资源', '方法', '方面', '旨在', '曝气', '案例', '水污染', '污水处理', '污水泵', '污泥', '治理', '湖北', '湖北省', '湿地', '滤池', '环保', '环境', '环境保护', '环境工程', '理工学院', '生物', '知识点', '立足于', '第四版', '管理人员', '管网', '精品课程', '系统', '经验', '结合', '综合利用', '而成', '规划设计', '计算', '设有', '设计', '试卷', '课堂', '课程', '进行', '采用', '重要', '针对', '阐述']"
技术创新简史（2018秋）,"
	本课程讲述18世纪以来的工业革命的发展和重要领域的技术变革，总结前三次工业革命的历史经验，重点讲技术创新人物故事的技术人文历史、技术创新对社会影响的技术社会史，以及揭示为什么技术创新会发生的技术创新思想史。通过该课程给学生以启示，引发对历次工业革命的思考，展开第四次工业革命对人类的影响的学习与讨论。
","['三次', '世纪', '为什么', '人文', '人物', '人类', '以及', '以来', '历史', '历次', '发展', '发生', '变革', '启示', '学习', '学生', '展开', '工业革命', '引发', '影响', '思想史', '思考', '总结', '技术', '技术创新', '揭示', '故事', '社会', '社会史', '第四次', '经验', '讨论', '讲述', '课程', '通过', '重点', '重要', '领域']"
程序设计基础,"
	 
	
		每个人都应该学习给电脑编写程序的技术，因为这一过程能够教你如何去思考！                                                         ——史蒂夫·乔布斯
	
	
		     对一名软件工程师来说，什么是最重要的？是编程语言吗？如果你问100名工程师，那么100个人回答可能都是“No”。     
	
	
		      编程语言层出不穷，不胜枚举，能够以不变应万变的奥秘何在？答案就是“编程之魂”。
	
	
		      传统的编程入门课，都是从教一种语言的基本语法开始的，试图通过语言来传达“编程之魂”，但这样也许你会将更多的精力用在理解语言的语法细节上，只见树木不见森林。
	
	
		      本课程是学习编程语言的基础，后面可以对接任何一门高级语言课程，本课程将学习编程之前你该了解的那些事，从具体的语言中独立出来，剥茧抽丝，取其灵魂，聚焦于程序设计思维的建立。
	
	
		      在其后继课程“C语言程序设计精髓”中，再以C语言为例，传授用语言表达思想的技术，聚焦于如何将编程之魂附着于C语言的躯体上。
	
	
		      期望通过这样的内容安排和讲解，你在学完以后不只是简单地掌握了一种语言的语法，还能理解隐含在语法背后的思想，并初步具备灵活使用这些思想进行编写程序解决实际问题的能力。     
	
	
		      本课程面向的是零基础的人群，就像学钢琴要先学好乐理和练好指法而不要急于去弹小汤一样，我们会从你无论学习什么语言编程都应必备的基础知识讲起，这些内容不涉及代码，也与语言无关，但却对训练你的思维至关重要，学完这些你才能真正理解计算机为什么能解题以及计算机是如何解题的，而语言不过是实现这一求解过程的一种工具而已。当你回头看时，你会发现，学习编程的关键不是你能用自己熟悉的语言写出程序，而是能够针对要解决的问题，将问题转化为计算机求解的步骤。      
	
	
		      你一定感到奇怪：不学语言，也可以学习程序设计；不写代码，也可以运行“程序”吗？
	
	
		      在本课程中，我们将借助基于流程图仿真的可视化工具raptor，用“编程之魂”武装你的大脑。
	
	
		      人生怎能没有一次说走就走的旅行？跟着“机器侠”，让我们一起向着快乐出发吧。
	


	
","['c语言', 'no', 'raptor', '一名', '一定', '一样', '一次', '一种', '一起', '一门', '不写', '不是', '不胜枚举', '不要', '不见森林', '不过', '个人', '为什么', '为例', '之前', '之魂', '乐理', '乔布斯', '也许', '了解', '人生', '人群', '什么', '代码', '以不变应万变', '以及', '以后', '任何', '仿真', '传授', '传统', '传达', '何在', '使用', '借助', '入门', '关键', '具体', '具备', '内容', '写出', '出发', '出来', '初步', '剥茧抽丝', '去弹', '发现', '取其', '只是', '只见树木', '可以', '可能', '可视化', '史蒂夫', '后继', '后面', '向着', '回头', '回答', '因为', '基于', '基本', '基础', '基础知识', '大脑', '奇怪', '奥秘', '如何', '如果', '学习', '学好', '学完', '安排', '实现', '实际', '对接', '小汤', '就是', '层出不穷', '工具', '工程师', '应该', '建立', '开始', '必备', '快乐', '怎能', '思想', '思维', '思考', '急于', '感到', '我们', '才能', '技术', '指法', '掌握', '旅行', '无关', '无论', '是从', '期望', '机器', '来说', '步骤', '武装', '每个', '求解', '没有', '流程图', '涉及', '灵活', '灵魂', '熟悉', '独立', '理解', '电脑', '看时', '真正', '程序', '程序设计', '答案', '简单', '精力', '精髓', '细节', '编写程序', '编程', '编程语言', '而已', '而是', '聚焦', '背后', '能力', '能够', '自己', '至关重要', '解决', '解题', '计算机', '训练', '讲解', '试图', '语法', '语言', '语言表达', '说走就走', '课程', '跟着', '躯体', '转化', '软件', '过程', '运行', '这一', '这些', '这样', '进行', '通过', '那么', '那些', '重要', '针对', '钢琴', '问题', '附着', '隐含', '面向', '高级']"
全球化与世界空间,"
	《全球化与世界空间》是一门以全球视角研究全球社会体系、秩序和国际关系的课程。我们将研讨一个艰难而又重要的问题：全球化是怎样形成的？是如何变化的？又如何重构世界空间和重塑国际社会的?  


	这门课由巴黎政治学院的贝特朗·巴迪教授与清华大学的崔保国教授联合授课，为大学本科生或研究生提供的公选课程和开放课程。旨在让学习者精准把握世界空间变化规律，规划设计全球治理方案，培养有人类情怀和全球视野的国际化人才，帮助学生认知和把握当代主要的国际议题。 


	此课程重视从国际政治学、社会学、历史学、传播学和国际关系学的学科交叉视角来解读世界空间和全球化。重视对各类数据和文件的重新审视。在你们学习的时候可以按照各自的速度自由地去发现“世界空间”。当然，我们希望你们不仅是观看视频，还应当去阅读所有推荐给你的文献资料。参考书目列表为你列举了深入了解问题所需要的书籍，可以在世界各地的图书馆里找到它们。我们用“全球化与世界空间”课程大纲引领学习者，并通过课程系统软件记录和测算你的课后测试成绩，在你完成18个模块的学习并完成所有测试题并提交了结课论文后，课程系统会帮助测算出你这门课的成绩。 


	我们希望这门课能帮助你成为一个具有全球视野和批判精神的学习者，成为一位具有人类情怀的世界公民。 


	  


	This is a course on global social system, order and international relations. It will focus on how does globalization come into being? How does it change? How to reconstruct the world arena and rebuild the global community? The aim is to enable learners to grasp the main issues and the changing rules of the world arena, with human being’s feelings and global vision. 



	


	
 
","['aim', 'and', 'arena', 'being', 'change', 'changing', 'come', 'community', 'course', 'does', 'enable', 'feelings', 'focus', 'global', 'globalization', 'grasp', 'how', 'human', 'international', 'into', 'is', 'issues', 'it', 'learners', 'main', 'of', 'on', 'order', 'rebuild', 'reconstruct', 'relations', 'rules', 'social', 'system', 'the', 'this', 'to', 'vision', 'will', 'with', 'world', '一个', '一位', '一门', '不仅', '世界', '世界各地', '主要', '书籍', '了结', '了解', '交叉', '人才', '人类', '传播学', '体系', '你们', '保国', '全球', '全球化', '公民', '公选', '关系', '具有', '列举', '列表', '历史学', '参考书目', '发现', '变化', '变化规律', '可以', '各类', '各自', '国际', '国际化', '图书馆', '地去', '培养', '大学', '大纲', '如何', '学习', '学习者', '学生', '学科', '它们', '完成', '审视', '巴迪', '巴黎政治学院', '希望', '帮助', '应当', '开放', '引领', '当代', '当然', '形成', '怎样', '情怀', '成为', '成绩', '我们', '所有', '批判', '找到', '把握', '按照', '授课', '推荐', '提交', '提供', '政治学', '教授', '数据', '文件', '文献资料', '方案', '旨在', '时候', '本科生', '模块', '治理', '测算', '测试', '测试题', '深入', '清华大学', '研究', '研究生', '研讨', '社会', '社会学', '秩序', '空间', '精准', '精神', '系统', '系统软件', '联合', '自由', '艰难', '观看', '规划设计', '视角', '视野', '视频', '解读', '认知', '议题', '记录', '论文', '课后', '课程', '课能', '贝特', '这门', '通过', '速度', '重塑', '重新', '重构', '重要', '重视', '问题', '阅读', '需要']"
自然保护与生态安全：拯救地球家园,"
	
		地球曾经是如此美丽，充满生机，曾给人类带来无限的希望。然而，为什么又说全球的环境恶化、生态危机已成为人类生存、发展的最大祸患？是什么原因影响了生态安全？全球气候变化给人类带来哪些不良后果？请跟我们一起走进“自然保护与生态安全：拯救地球家园”这门通识课程，一同来探索以上问题的答案。
	
	
		本课程要求学生掌握自然保护的基本概念和基本理论，了解我国自然保护的现状，熟悉全球自然生态保护的热点问题，培养学生热爱自然的情操，增强学生保护自然资源的意识，守护地球家园。
	
	
		本课程2014年评为全国大学素质教育精品通选课，2015年评为广东省精品资源共享课程。2016年“中国自然保护的发展”获第二十届全国教育教学信息化大奖赛微课一等奖，“生物多样性概述”获全国生命科学类微课教学比赛优秀制作奖，《自然保护概论》精品资源共享课程获第二十届全国教育教学信息化大奖赛三等奖。
	
","['一同', '一等奖', '一起', '三等奖', '不良后果', '中国', '为什么', '了解', '人类', '什么', '以上', '优秀', '保护', '信息化', '充满生机', '全国', '全球', '制作', '原因', '发展', '哪些', '地球', '培养', '基本', '基本概念', '增强', '多样性', '大奖赛', '大学', '如此', '学生', '守护', '安全', '家园', '希望', '带来', '广东省', '影响', '微课', '恶化', '情操', '意识', '成为', '我们', '我国', '拯救', '掌握', '探索', '教学', '教育', '无限', '曾经', '最大', '概论', '概述', '比赛', '气候变化', '热点问题', '热爱', '然而', '熟悉', '环境', '现状', '理论', '生命科学', '生存', '生态', '生态危机', '生物', '祸患', '第二十届', '答案', '类微课', '精品', '素质教育', '美丽', '自然', '自然生态', '自然资源', '要求', '评为', '课程', '资源共享', '走进', '这门', '选课', '通识', '问题']"
大数据分析与内存计算,随着大数据时代的到来，数据分析、处理和挖掘面临了越来越大的挑战。传统的Hadoop技术已经不能满足大数据分析处理的需求，因为本课程主要讲解目前的主流技术-内存计算。课程内容主要包括：大数据内存分析工具spark、大数据流处理工具storm，图数据处理工具Pregel、Graphlab和GraphX，和大数据内存数据库SAP HANA等。,"['graphlab', 'graphx', 'hadoop', 'hana', 'pregel', 'sap', 'spark', 'storm', '不能', '主流', '主要', '传统', '内存', '分析', '到来', '包括', '因为', '处理', '工具', '已经', '技术', '挑战', '挖掘', '数据', '数据分析', '数据处理', '数据库', '数据流', '时代', '满足', '目前', '计算', '讲解', '课程', '课程内容', '越来越', '随着', '需求', '面临']"
